State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Himachal Pradesh,Shimla,SMY Rohroo,Cauliflower,Cauliflower,Grade A,25-02-2026,1500,1800,1650
Kerala,Wayanad,Pulpally APMC,Paddy(Common),Other,Local,25-02-2026,3210,3230,3220
Kerala,Wayanad,Pulpally APMC,Amaranthus,Other,Local,25-02-2026,2500,2700,2600
Kerala,Kottayam,Kottayam APMC,Carrot,Carrot,FAQ,25-02-2026,3800,4200,4000
Himachal Pradesh,Shimla,SMY Rohroo,Onion,1st Sort,Grade A,25-02-2026,2000,2200,2100
Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Cabbage,Other,Local,25-02-2026,600,700,600
Himachal Pradesh,Shimla,SMY Rohroo,Raddish,Other,Grade A,25-02-2026,2200,2400,2300
Uttar Pradesh,Balrampur,Panchpedwa APMC,Tomato,Tomato,FAQ,25-02-2026,1200,1400,1300
Kerala,Wayanad,Pulpally APMC,Banana,Other,Medium,25-02-2026,1900,2100,2000
Assam,Nagaon,Ambagan APMC,Cabbage,Cabbage,FAQ,25-02-2026,1000,1220,1100
Kerala,Kollam,Chathanoor APMC,Little gourd(Kundru),Other,FAQ,25-02-2026,5800,6200,6000
Uttar Pradesh,Maharajganj,Anandnagar APMC,Wheat,Dara,FAQ,25-02-2026,2425,2625,2525
Jammu and Kashmir,Udhampur,Udhampur APMC,Banana,Other,Grade B,25-02-2026,4200,4200,4200
Rajasthan,Hanumangarh,Rawatsar APMC,Potato,Red Nanital,FAQ,25-02-2026,600,600,600
Jammu and Kashmir,Udhampur,Udhampur APMC,Cucumbar(Kheera),Other,Grade B,25-02-2026,2500,2500,2500
Haryana,Hissar,Hansi APMC,Ridgeguard(Tori),Other,FAQ,25-02-2026,4000,4000,4000
Uttar Pradesh,Aligarh,Charra APMC,Onion,Dry F.A.Q.,FAQ,25-02-2026,1600,1700,1650
Jammu and Kashmir,Udhampur,Udhampur APMC,Brinjal,Other,Grade B,25-02-2026,2250,2250,2250
Haryana,Hissar,Hansi APMC,Garlic,Other,FAQ,25-02-2026,10000,12000,11000
Uttar Pradesh,Maharajganj,Anandnagar APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,1550,1750,1650
Odisha,Dhenkanal,Dhenkanal APMC,Papaya(Raw),Other,Grade B,25-02-2026,1600,1600,1600
Uttar Pradesh,Aligarh,Charra APMC,Wheat,Dara,FAQ,25-02-2026,2530,2550,2540
Gujarat,Gandhinagar,Mansa(Manas Veg Yard) APMC,Spinach,Other,Local,25-02-2026,1000,2000,1500
Haryana,Sonipat,Ganaur APMC,Apple,Apple,Medium,25-02-2026,5500,6000,5800
Haryana,Hissar,Hansi APMC,Methi(Leaves),Other,FAQ,25-02-2026,800,1000,900
Haryana,Sonipat,Gohana APMC,Potato,Other,Medium,25-02-2026,500,1500,1000
Haryana,Yamuna Nagar,Chhachrauli APMC,Potato,Potato,Medium,25-02-2026,550,1000,600
Uttar Pradesh,Aligarh,Charra APMC,Tomato,Deshi,FAQ,25-02-2026,1200,1300,1250
Telangana,Medak,Dubbak APMC,Paddy(Common),I.R. 64,Grade Range-1,25-02-2026,2389,2389,2389
Gujarat,Vadodara(Baroda),Padra APMC,Indian Beans(Seam),Other,FAQ,25-02-2026,2000,2250,2125
Haryana,Yamuna Nagar,Chhachrauli APMC,Cauliflower,Cauliflower,Medium,25-02-2026,400,600,500
Andhra Pradesh,West Godavari,Chintalapudi APMC,Lemon,Lemon,FAQ,25-02-2026,4800,5200,5000
Haryana,Sonipat,Ganaur APMC,Cabbage,Cabbage,Medium,25-02-2026,800,1000,800
Haryana,Sonipat,Ganaur APMC,Green Chilli,Green Chilly,Medium,25-02-2026,7500,8000,7800
Kerala,Thirssur,Alengad  VFPCK APMC,Banana,Poovan,Grade A,25-02-2026,2500,4000,3500
Kerala,Kottayam,Athirampuzha APMC,Carrot,Carrot,FAQ,25-02-2026,4500,4700,4600
Haryana,Sonipat,Gohana APMC,Brinjal,Other,Medium,25-02-2026,2000,3000,2500
Haryana,Yamuna Nagar,Chhachrauli APMC,Spinach,Spinach,Medium,25-02-2026,500,700,700
Kerala,Thirssur,Pananchery VFPCK APMC,Banana,Nendra Bale,Grade A,25-02-2026,2000,5100,3900
Odisha,Boudh,Boudh APMC,Onion,Other,Local,25-02-2026,1500,2500,2000
Haryana,Sonipat,Ganaur APMC,Cucumbar(Kheera),Cucumbar,Medium,25-02-2026,2200,2500,2400
Haryana,Sonipat,Gohana APMC,Green Chilli,Other,Medium,25-02-2026,8000,10000,9000
Punjab,Bhatinda,Bhucho APMC,Cauliflower,Local,Local,25-02-2026,600,600,600
Uttar Pradesh,Prayagraj,Prayagraj APMC,Pumpkin,Pumpkin,FAQ,25-02-2026,1600,1675,1650
Odisha,Boudh,Boudh APMC,Pointed gourd(Parval),Other,Local,25-02-2026,6000,7000,6500
Himachal Pradesh,Hamirpur,PMY Hamirpur,Leafy Vegetable,Leafy Vegetables,Grade B,25-02-2026,2000,2200,2100
Haryana,Sonipat,Ganaur APMC,Capsicum,Capsicum,Medium,25-02-2026,3500,4000,3800
Haryana,Sonipat,Gohana APMC,Orange,Orange,Medium,25-02-2026,5000,7000,6000
Odisha,Rayagada,Rayagada APMC,Potato,Potato,Medium,25-02-2026,1700,1800,1800
Odisha,Sundergarh,Bonai APMC,Bitter gourd,Other,FAQ,25-02-2026,3570,4000,3760
Himachal Pradesh,Hamirpur,PMY Hamirpur,Carrot,Other,Grade B,25-02-2026,1800,2000,1900
Punjab,Ropar (Rupnagar),Morinda APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,3000,4000,3500
Himachal Pradesh,Mandi,SMY Jogindernagar,Raddish,Other,Grade B,25-02-2026,1300,1600,1450
Punjab,Ropar (Rupnagar),Morinda APMC,Pineapple,Pine Apple,Medium,25-02-2026,5000,5000,5000
Haryana,Sonipat,Ganaur APMC,Methi(Leaves),Methi,Medium,25-02-2026,1000,1200,1000
Odisha,Rayagada,Rayagada APMC,Cabbage,Cabbage,Local,25-02-2026,1400,1500,1500
Kerala,Palakad,Pattambi APMC,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,4500,5000,4800
Punjab,Ropar (Rupnagar),Morinda APMC,Cauliflower,Cauliflower,Local,25-02-2026,900,1100,1000
Haryana,Sonipat,Gohana APMC,Pineapple,Pine Apple,Medium,25-02-2026,2600,3000,2800
Odisha,Mayurbhanja,Karanjia APMC,Rice,Common,FAQ,25-02-2026,3400,3500,3500
Punjab,Ropar (Rupnagar),Morinda APMC,Peas Wet,Peas Wet,Medium,25-02-2026,2000,3000,2500
Haryana,Sonipat,Gohana APMC,Pomegranate,Pomogranate,Medium,25-02-2026,10000,12000,11000
Haryana,Sonipat,Ganaur APMC,Pumpkin,Pumpkin,Medium,25-02-2026,1000,1200,1000
Himachal Pradesh,Hamirpur,PMY Hamirpur,Turnip,Turnip,Grade B,25-02-2026,1800,2000,1900
Haryana,Sonipat,Ganaur APMC,Tinda,Tinda,Medium,25-02-2026,1000,1500,1200
Odisha,Mayurbhanja,Karanjia APMC,Paddy(Common),Other,FAQ,25-02-2026,2369,2369,2369
Himachal Pradesh,Kangra,SMY Dharamshala,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,7000,8000,7500
Uttar Pradesh,Amroha,Dhanaura APMC,Cauliflower,Cauliflower,Grade Range-1,25-02-2026,1000,1000,1000
Kerala,Palakad,Pattambi APMC,Bottle gourd,Bottle Gourd,FAQ,25-02-2026,2500,3000,2800
Odisha,Sundergarh,Bonai APMC,Green Chilli,Other,FAQ,25-02-2026,8800,9250,9010
Uttar Pradesh,Saharanpur,Gangoh APMC,Spinach,Spinach,FAQ,25-02-2026,400,550,500
Punjab,Bhatinda,Bhucho APMC,Methi(Leaves),Other,Local,25-02-2026,500,500,500
Kerala,Kannur,Payyannur APMC,Ashgourd,Other,Local,25-02-2026,1900,2100,2000
Uttar Pradesh,Sambhal,Bhehjoi APMC,Potato,Potato,Local,25-02-2026,400,475,450
Himachal Pradesh,Hamirpur,PMY Hamirpur,Ginger(Green),Other,Grade B,25-02-2026,8000,8000,8000
Nagaland,Kohima,Kohima APMC,Green Chilli,Green Chilly,Grade A,25-02-2026,6000,6000,6000
Kerala,Kannur,Kannur APMC,Cowpea(Veg),Cowpea (Veg),Grade A,25-02-2026,3600,4000,3800
Rajasthan,Bharatpur,Nadwai APMC,Wheat,Other,Local,25-02-2026,2351,2351,2351
Punjab,Bhatinda,Bhucho APMC,Potato,Potato,Local,25-02-2026,400,400,400
Uttar Pradesh,Saharanpur,Gangoh APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,2000,2500,2200
Uttar Pradesh,Saharanpur,Gangoh APMC,Tomato,Hybrid,FAQ,25-02-2026,1000,1500,1250
Kerala,Ernakulam,Thrippunithura APMC,Bitter gourd,Bitter Gourd,Medium,25-02-2026,4000,6000,4400
Uttarakhand,Udhamsinghnagar,Kicchha APMC,Cauliflower,Cauliflower,Local,25-02-2026,700,900,800
Rajasthan,Jalore,Jalore APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,1000,1200,1100
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Onion,Other,Medium,25-02-2026,1500,1800,1600
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,5400,6000,5700
Kerala,Kannur,Payyannur APMC,Cucumbar(Kheera),Other,Local,25-02-2026,1500,1700,1600
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Bottle gourd,Other,Medium,25-02-2026,2000,3000,2500
Himachal Pradesh,Kangra,SMY Dharamshala,Coriander(Leaves),Coriander,FAQ,25-02-2026,3000,3500,3250
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Apple,Other,Medium,25-02-2026,5000,7000,6000
Odisha,Sambalpur,Rairakhol APMC,Tomato,Deshi,Local,25-02-2026,1500,2500,2000
Kerala,Kannur,Payyannur APMC,Pumpkin,Other,Local,25-02-2026,2100,2300,2200
Kerala,Palakad,Pattambi APMC,Cowpea(Veg),Cowpea (Veg),FAQ,25-02-2026,2500,3000,2800
Uttar Pradesh,Badaun,Shahaswan APMC,Green Chilli,Green Chilly,Medium,25-02-2026,8000,8000,8000
Kerala,Kannur,Kannur APMC,Cucumbar(Kheera),Cucumbar,Grade A,25-02-2026,2600,3000,2800
Haryana,Panipat,Panipat APMC,Chikoos(Sapota),Sapota,Local,25-02-2026,2800,3000,2900
Himachal Pradesh,Mandi,SMY Jogindernagar,Banana,Other,Grade B,25-02-2026,2800,3500,3150
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Cabbage,Other,FAQ,25-02-2026,3400,4000,3600
Haryana,Hissar,Uklana APMC,Potato,Potato,Medium,25-02-2026,700,700,700
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Ginger(Green),Other,Medium,25-02-2026,5000,7000,6000
Kerala,Palakad,Pattambi APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,1200,1500,1300
Himachal Pradesh,Kangra,SMY Dharamshala,Green Chilli,Green Chilly,FAQ,25-02-2026,10000,11000,10500
Rajasthan,Jaipur Rural,Bassi APMC,Barley(Jau),Other,Local,25-02-2026,1751,1920,1835
Himachal Pradesh,Kangra,SMY Dharamshala,Lemon,Lemon,FAQ,25-02-2026,10000,11000,10500
Odisha,Mayurbhanja,Karanjia APMC,Cucumbar(Kheera),Cucumbar,Local,25-02-2026,2300,2500,2400
Haryana,Panipat,Panipat APMC,Brinjal,Other,Local,25-02-2026,1000,1400,1200
Haryana,Panipat,Panipat APMC,Onion,Onion,Local,25-02-2026,600,1800,1200
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Grapes,Other,Medium,25-02-2026,5000,7000,6000
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,5000,12000,7000
Haryana,Hissar,Uklana APMC,Spinach,Spinach,Medium,25-02-2026,700,800,800
Kerala,Ernakulam,Thrippunithura APMC,Cowpea(Veg),Cowpea (Veg),Medium,25-02-2026,4000,5000,4200
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Cabbage,Cabbage,Medium,25-02-2026,600,800,800
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Carrot,Carrot,Medium,25-02-2026,600,1000,800
Kerala,Kannur,Kannur APMC,Coconut Oil,Other,Grade Range-1,25-02-2026,31500,32500,32000
Kerala,Thiruvananthapuram,Neyyatinkara APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,3400,4000,3600
Uttarakhand,Udhamsinghnagar,Rudrapur APMC,Pomegranate,Other,Medium,25-02-2026,6000,7500,7000
Punjab,Sangrur,Ahmedgarh APMC,Grapes,Other,Medium,25-02-2026,10000,11000,10000
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Bhindi(Ladies Finger),Bhindi,Local,25-02-2026,1000,6000,3500
Kerala,Ernakulam,Thrippunithura APMC,Green Chilli,Green Chilly,Medium,25-02-2026,5000,10000,6000
Uttarakhand,Nanital,Ramnagar APMC,Onion,Other,Local,25-02-2026,2000,2400,2200
Uttarakhand,Nanital,Ramnagar APMC,Carrot,Other,Local,25-02-2026,1200,1600,1500
Kerala,Ernakulam,Thrippunithura APMC,Ginger(Green),Green Ginger,Medium,25-02-2026,8000,14000,9000
Manipur,Imphal East,Lamlong Bazaar APMC,Cabbage,Cabbage,FAQ,25-02-2026,2000,2500,2250
Himachal Pradesh,Kangra,SMY Dharamshala,Raddish,Raddish,FAQ,25-02-2026,1500,1800,1650
Uttarakhand,Nanital,Ramnagar APMC,Potato,Other,Local,25-02-2026,600,800,700
Uttar Pradesh,Shahjahanpur,Jalalabad APMC,Potato,Potato,FAQ,25-02-2026,400,600,500
Punjab,Patiala,Rajpura APMC,Kinnow,Kinnow,Grade B,25-02-2026,2200,3000,2600
Haryana,Panchkula,Raipur Rai APMC,Brinjal,Other,Local,25-02-2026,1400,1500,1400
Gujarat,Vadodara(Baroda),Padra APMC,Lemon,Other,FAQ,25-02-2026,6000,7500,6750
Uttar Pradesh,Shamli,Khandhla APMC,Cabbage,Cabbage,FAQ,25-02-2026,800,900,850
Kerala,Ernakulam,Angamaly APMC,Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,3600,5000,4500
Odisha,Mayurbhanja,Karanjia APMC,Sweet Potato,Sweet Potato,Local,25-02-2026,1300,1500,1400
Kerala,Kozhikode(Calicut),Quilandy APMC,Ashgourd,Other,FAQ,25-02-2026,1400,1500,1400
Haryana,Kurukshetra,Ladwa APMC,Banana,Medium,Medium,25-02-2026,4000,4500,4500
Punjab,Patiala,Rajpura APMC,Carrot,Carrot,Grade B,25-02-2026,800,1050,900
Kerala,Ernakulam,Thrippunithura APMC,Potato,Potato,Medium,25-02-2026,3600,5000,3800
Haryana,Gurgaon,Sohna APMC,Raddish,Raddish,Local,25-02-2026,600,1000,1000
Odisha,Mayurbhanja,Narasinghpur APMC,Bitter gourd,Bitter Gourd,Local,25-02-2026,6500,7500,7000
Kerala,Alappuzha,Chengannur APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,2800,3100,2900
Himachal Pradesh,Hamirpur,PMY Hamirpur,Banana,Other,Grade B,25-02-2026,3800,4200,4000
Haryana,Kurukshetra,Ladwa APMC,Apple,Apple,Medium,25-02-2026,12000,14000,14000
Uttar Pradesh,Shahjahanpur,Jalalabad APMC,Onion,Onion,FAQ,25-02-2026,900,1000,950
Haryana,Gurgaon,Sohna APMC,Green Chilli,Green Chilly,Local,25-02-2026,5000,6000,6000
Haryana,Kurukshetra,Ladwa APMC,Kinnow,Kinnow,Medium,25-02-2026,3500,4000,4000
Kerala,Alappuzha,Chengannur APMC,Bottle gourd,Other,FAQ,25-02-2026,1000,1300,1100
Himachal Pradesh,Kangra,PMY Kangra,Carrot,Carrot,FAQ,25-02-2026,1500,1700,1600
Haryana,Hissar,Barwala(Hisar) APMC,Grapes,Other,Local,25-02-2026,8000,10000,9000
Kerala,Pathanamthitta,Puramattom VFPCK APMC,Banana,Nendra Bale,Grade A,25-02-2026,4000,4600,4300
Kerala,Ernakulam,Angamaly APMC,Bottle gourd,Bottle Gourd,FAQ,25-02-2026,2500,3500,3000
Kerala,Kozhikode(Calicut),Quilandy APMC,Green Chilli,Other,FAQ,25-02-2026,5000,5200,5000
Gujarat,Vadodara(Baroda),Padra APMC,Onion,Other,FAQ,25-02-2026,1500,2000,1750
Odisha,Cuttack,Banki APMC,Sweet Corn ,Sweet Corn ,Local,25-02-2026,1500,2000,1800
Himachal Pradesh,Hamirpur,SMY Nadaun,Spinach,Other,Grade B,25-02-2026,1600,2000,1800
Kerala,Alappuzha,Cherthala APMC,Beetroot,Beetroot,FAQ,25-02-2026,3300,3500,3400
Kerala,Alappuzha,Cherthala APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,3200,3400,3300
Kerala,Ernakulam,Karumaloor VFPCK APMC,Banana,Nendra Bale,Grade A,25-02-2026,4000,4400,4200
Punjab,Patiala,Rajpura APMC,Potato,Local,Grade B,25-02-2026,450,550,500
Gujarat,Vadodara(Baroda),Padra APMC,Bottle gourd,Other,FAQ,25-02-2026,1000,1500,1250
Haryana,Panchkula,Raipur Rai APMC,Green Chilli,Other,Local,25-02-2026,3500,3600,3500
Punjab,Pathankot,Pathankot APMC,Guava,Guava,Medium,25-02-2026,3500,3500,3500
Uttar Pradesh,Shamli,Khandhla APMC,Sponge gourd,Sponge gourd,FAQ,25-02-2026,2700,2800,2750
Haryana,Faridabad,Ballabhgarh APMC,Pineapple,Other,Grade A,25-02-2026,2500,3500,3000
Gujarat,Vadodara(Baroda),Padra APMC,Raddish,Other,FAQ,25-02-2026,1000,1250,1125
Kerala,Ernakulam,Angamaly APMC,Colacasia,Other,FAQ,25-02-2026,3600,5500,4500
Haryana,Faridabad,Ballabhgarh APMC,Water Melon,Other,Grade A,25-02-2026,2500,3500,3000
Gujarat,Vadodara(Baroda),Padra APMC,Spinach,Spinach,FAQ,25-02-2026,1300,1500,1400
Assam,Nagaon,Dhing APMC,Capsicum,Capsicum,FAQ,25-02-2026,2000,2200,2100
Haryana,Gurgaon,Sohna APMC,Carrot,Carrot,Local,25-02-2026,700,1200,1200
Haryana,Rohtak,Meham APMC,Grapes,Other,Medium,25-02-2026,6000,6000,6000
Kerala,Ernakulam,Thrippunithura APMC,Pineapple,Pine Apple,Medium,25-02-2026,8000,9000,8200
Haryana,Kurukshetra,Ladwa APMC,Guava,Guava,Medium,25-02-2026,5000,6000,5500
Kerala,Kottayam,Athirampuzha APMC,Snakeguard,Snakeguard,FAQ,25-02-2026,2500,2700,2600
Gujarat,Vadodara(Baroda),Padra APMC,Surat Beans(Papadi),Other,FAQ,25-02-2026,2750,3000,2900
Himachal Pradesh,Hamirpur,PMY Hamirpur,Kinnow,Kinnow,Grade B,25-02-2026,5000,5200,5100
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Lemon,Other,Local,25-02-2026,3000,9000,6000
Haryana,Rohtak,Meham APMC,Potato,Potato,Medium,25-02-2026,500,500,500
Haryana,Kurukshetra,Ladwa APMC,Potato,Local,Non-FAQ,25-02-2026,600,800,800
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Coriander(Leaves),Coriander,FAQ,25-02-2026,550,795,670
Kerala,Kozhikode(Calicut),Quilandy APMC,Snakeguard,Other,FAQ,25-02-2026,3400,3500,3400
Kerala,Kozhikode(Calicut),Quilandy APMC,Tomato,Other,FAQ,25-02-2026,1400,1500,1400
Nagaland,Tsemenyu,Tsemenyu APMC,Cabbage,Cabbage,FAQ,25-02-2026,2500,3000,2700
Odisha,Dhenkanal,Hindol APMC,Cucumbar(Kheera),Cucumbar,Grade B,25-02-2026,3800,4200,4000
Kerala,Alappuzha,Cherthala APMC,Carrot,Carrot,FAQ,25-02-2026,4300,4500,4400
Punjab,Patiala,Rajpura APMC,Tomato,Local,Grade B,25-02-2026,1000,1550,1200
Odisha,Dhenkanal,Hindol APMC,Onion,Other,Grade B,25-02-2026,1800,2000,1900
Rajasthan,Ajmer,Madanganj Kishangarh APMC,Barley(Jau),Other,Local,25-02-2026,2347,2347,2347
Odisha,Cuttack,Banki APMC,Cauliflower,Cauliflower,Medium,25-02-2026,1000,1500,1200
Punjab,Patiala,Rajpura APMC,Tomato,Local,Grade A,25-02-2026,1600,2000,1800
Haryana,Rohtak,Meham APMC,Tomato,Tomato,Medium,25-02-2026,2000,2000,2000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,6000,6500,6300
Haryana,Kurukshetra,Ladwa APMC,Lemon,Lemon,Medium,25-02-2026,9500,11000,11000
Haryana,Kurukshetra,Ladwa APMC,Cabbage,Cabbage,Medium,25-02-2026,1200,1400,1400
Uttar Pradesh,Bahraich,Naanpara APMC,Banana - Green,Banana - Green,Medium,25-02-2026,700,800,760
Kerala,Ernakulam,North Paravur APMC,Coriander(Leaves),Coriander,FAQ,25-02-2026,6500,7000,6800
Himachal Pradesh,Hamirpur,SMY Nadaun,Banana,Other,Grade B,25-02-2026,3800,4200,4000
Haryana,Jhajar,Jhajjar APMC,Pomegranate,Other,Medium,25-02-2026,15000,15000,15000
Kerala,Alappuzha,Cherthala APMC,Cauliflower,Cauliflower,FAQ,25-02-2026,3500,3700,3600
Odisha,Dhenkanal,Hindol APMC,Pumpkin,Pumpkin,Grade B,25-02-2026,1600,1800,1700
Punjab,Tarntaran,Naushera Pannuan APMC,Raddish,Other,Grade B,25-02-2026,400,400,400
Himachal Pradesh,Chamba,PMY Chamba,Banana,Other,Medium,25-02-2026,4000,4200,4100
Uttar Pradesh,Bahraich,Naanpara APMC,Onion,Other,Medium,25-02-2026,1200,1250,1220
Odisha,Bargarh,Padampur APMC,Tomato,Tomato,Grade A,25-02-2026,1100,1300,1200
Kerala,Ernakulam,North Paravur APMC,Cowpea(Veg),Cowpea (Veg),Large,25-02-2026,3000,4000,3500
Telangana,Ranga Reddy,"Kukatpally,RBZ APMC",Bhindi(Ladies Finger),Bhindi,FAQ,25-02-2026,1200,2000,1700
Haryana,Rohtak,Meham APMC,Capsicum,Capsicum,Medium,25-02-2026,5000,5000,5000
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Cabbage,Other,Medium,25-02-2026,600,600,600
Kerala,Alappuzha,Chengannur APMC,Cabbage,Other,FAQ,25-02-2026,2300,2600,2400
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,6600,6600,6600
Rajasthan,Ajmer,Madanganj Kishangarh APMC,Maize,Other,Local,25-02-2026,3624,3624,3624
Himachal Pradesh,Hamirpur,SMY Nadaun,Ber(Zizyphus/Borehannu),Other,Grade B,25-02-2026,6000,7000,6500
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Cauliflower,Other,FAQ,25-02-2026,3600,3600,3600
Himachal Pradesh,Mandi,PMY Kangni Mandi,Carrot,Carrot,Grade B,25-02-2026,1000,1700,1400
Haryana,Hissar,Barwala(Hisar) APMC,Pea Pod/Pea Cod/हरी मटर,Other,Local,25-02-2026,2000,2200,2100
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Gur(Jaggery),Achhu,FAQ,25-02-2026,4600,4600,4600
Tripura,Gomati,Nutanbazar APMC,Potato,Local,FAQ,25-02-2026,1850,2000,1950
Himachal Pradesh,Hamirpur,SMY Nadaun,Bottle gourd,Other,Grade B,25-02-2026,4000,4000,4000
Haryana,Kurukshetra,Ladwa APMC,Ginger(Green),Green Ginger,Medium,25-02-2026,6500,7000,7000
Punjab,Fazilka,Fazilka APMC,Onion,Onion,FAQ,25-02-2026,2500,2500,2500
Kerala,Kozhikode(Calicut),Quilandy APMC,Cabbage,Other,FAQ,25-02-2026,2000,2100,2000
Punjab,Tarntaran,Patti APMC,Tomato,Other,Local,25-02-2026,2000,2000,2000
Kerala,Kozhikode(Calicut),Quilandy APMC,Bhindi(Ladies Finger),Other,FAQ,25-02-2026,3800,4000,4000
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Onion,Red,FAQ,25-02-2026,2000,2000,2000
Uttar Pradesh,Mau(Maunathbhanjan),Doharighat APMC,Tomato,Deshi,FAQ,25-02-2026,4000,4000,4000
Andhra Pradesh,Chittor,Chittoor APMC,Gur(Jaggery),NO 2,Local,25-02-2026,3000,3300,3000
Assam,Nagaon,Dhing APMC,Tomato,Tomato,FAQ,25-02-2026,2400,2600,2500
Gujarat,Rajkot,Gondal(Veg.market Gondal) APMC,Tomato,Tomato,Local,25-02-2026,200,1300,750
Himachal Pradesh,Mandi,PMY Kangni Mandi,Colacasia,Colacasia,Grade B,25-02-2026,2500,3500,3000
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi) APMC,Ginger(Green),Green Ginger,FAQ,25-02-2026,6000,6500,6300
Kerala,Alappuzha,Chengannur APMC,Cluster beans,Cluster Beans,FAQ,25-02-2026,4500,5200,5000
Gujarat,Vadodara(Baroda),Padra APMC,Cabbage,Other,FAQ,25-02-2026,400,600,500
Uttarakhand,Haridwar,Roorkee APMC,Brinjal,Other,Local,25-02-2026,500,700,600
Uttarakhand,Haridwar,Roorkee APMC,Cucumbar(Kheera),Other,Local,25-02-2026,550,750,650
Gujarat,Valsad,Chikli(Khorgam) APMC,Pointed gourd(Parval),Other,FAQ,25-02-2026,6000,6500,6250
Haryana,Hissar,Barwala(Hisar) APMC,Round gourd,Other,Local,25-02-2026,1500,2000,1800
Kerala,Ernakulam,North Paravur APMC,Green Chilli,Green Chilly,Large,25-02-2026,5500,6000,5800
Odisha,Dhenkanal,Hindol APMC,Tomato,Tomato,Grade B,25-02-2026,1500,2000,1800
Kerala,Kottayam,Athirampuzha APMC,Galgal(Lemon),Galgal(Lemon),FAQ,25-02-2026,9500,9700,9600
Gujarat,Navsari,Bilimora APMC,Bottle gourd,Other,FAQ,25-02-2026,1500,2000,1800
Kerala,Kottayam,Pampady APMC,Ashgourd,Ashgourd,FAQ,25-02-2026,2000,4000,2500
Kerala,Kottayam,Pampady APMC,Banana - Green,Banana - Green,FAQ,25-02-2026,3500,4500,4000
Kerala,Kottayam,Pampady APMC,Bitter gourd,Bitter Gourd,FAQ,25-02-2026,5500,6500,6000
Himachal Pradesh,Chamba,PMY Chamba,Papaya,Papaya,Medium,25-02-2026,5000,5500,5250
Kerala,Kottayam,Pampady APMC,Brinjal,Brinjal,FAQ,25-02-2026,3000,4500,4000
Kerala,Kottayam,Pampady APMC,Cucumbar(Kheera),Cucumbar,FAQ,25-02-2026,1800,3000,2000
Gujarat,Navsari,Bilimora APMC,Brinjal,Other,FAQ,25-02-2026,500,1000,900
Uttarakhand,Haridwar,Manglaur APMC,Raddish,Other,Local,25-02-2026,500,700,600
Himachal Pradesh,Chamba,PMY Chamba,Pomegranate,Other,Medium,25-02-2026,10000,12000,11000
Uttar Pradesh,Bahraich,Naanpara APMC,Pumpkin,Pumpkin,Medium,25-02-2026,1100,1200,1140
Gujarat,Navsari,Bilimora APMC,Cabbage,Other,FAQ,25-02-2026,750,1750,1300
Kerala,Alappuzha,Chengannur APMC,Garlic,Garlic,FAQ,25-02-2026,13800,14500,14000
Himachal Pradesh,Mandi,PMY Kangni Mandi,Onion,Onion,Grade B,25-02-2026,1700,2200,2000
Himachal Pradesh,Hamirpur,SMY Nadaun,Cabbage,Other,Grade B,25-02-2026,1000,1200,1100
Punjab,Amritsar,Rayya APMC,Green Chilli,Green Chilly,FAQ,25-02-2026,1410,1410,1410
